"CatalogueNumber","North","East","L","Depth (low)","FS No.","S No.","Description"
"4807","298","298","3","54.4","","3","macrobotanical from 5-1 […]"
"4807","298","299","3","54.4",,"3","macrobotonial from 5-throws"
"4808","","300","1","54.2","","1","macrobotanical - from 5-1 hrws"
"4808","","300","1","54.2","","1","macrobotanical from 5-1 […]"
"4808",,"300","1","54.2",,"1","macrobotonial from 5-throws"
"4809","","306","5","55.5","","4","macrobotanical - from 5-1 hrws"
"4809","","306","5","55.5","","4","macrobotanical from 5-1 […]"
"4809",,"306","5","55.5",,"4","macrobotonial from 5-throws"
"4810","","","7","55.7","","6","macrobotanical - from 5-1 hrws"
"4810","","","7","55.7","","6","macrobotanical from 5-1 […]"
"4810",,"","7","55.7","","6","macrobotonial from 5-throws"
"4811","","","11","56.0","","10","macrobotanical - from 5-1 hrws"
"4811","","","11","56.0","","10","macrobotanical from 5-1 […]"
"4811",,,"11","56.0",,"10","macrobotonial from 5-throws"
"4812","299","301","11","55.0","","17","macrobotanical - from 5-1 hrws"
"4812","299","301","11","55.0","","17","macrobotanical from 5-1 […]"
"4812","299","301","11","55.0",,"17","macrobotonial from 5-throws"
"4813","","302","1","54.3","","1","macrobotanical - from 5-1 hrws"
"4813","","302","1","54.3","","1","macrobotanical from 5-1 […]"
"4813",,"302","1","54.3",,"1","macrobotonial from 5-throws"
"4814","","303","9","55.0","","7","macrobotanical - from 5-1 hrws"
"4814","","303","9","55.0","","7","macrobotanical from 5-1 […]"
"4814",,"303","9","55.0",,"7","macrobotonial from 5-throws"
"4815","300","300","14","54.2","","19","macrobotanical - from 5-1 hrws"
"4815","300","300","14","54.2","","19","macrobotanical from 5-1 […]"
"4815","300","300","14","54.2",,"19","macrobotonial from 5-throws"
"4816","","303","1","54.24","","1","macrobotanical - from 5-1 hrws"
"4816","","303","1","54.24","","1","macrobotanical from 5-1 […]"
"4816",,"303","1","54.24",,"1","macrobotonial from 5-throws"
"4817","","305","8","55.2","","8","macrobotanical - from 5-1 hrws"
"4817","","305","8","55.2","","8","macrobotanical from 5-1 […]"
"4817",,"305","8","55.2",,"8","macrobotonial from 5-throws"
"4818","","306","6","55.4","","6","macrobotanical - from 5-1 hrws"
"4818","","306","6","55.4","","6","macrobotanical from 5-1 […]"
"4818",,"306","6","55.4",,"6","macrobotonial from 5-throws"
"4819","301","300","3","54.3","","3","macrobotanical - from 5-1 hrws"
"4819","301","300","3","54.3","","3","macrobotanical from 5-1 […]"
"4819","301","300","3","54.3",,"3","macrobotonial from 5-throws"
"4820","","305","13","56.03","","13","macrobotanical - from 5-1 hrws"
"4820","","305","13","56.03","","13","macrobotanical from 5-1 […]"
"4820",,"305","13","56.03",,"13","macrobotonial from 5-throws"
"4821","305","303","1","54.4","1.00","","sherd"
"4821","305","303","1","54.4","1","","sherd"
"4821","3005","303","1","54.4","1",,"sherd"
"4822","282","301","6","55.6","14","","sherd"
"4822","282","301","6","55.6","14","","sherd"
"4822","282","301","6","55.6","14",,"sherd"
"4823","298","304","8","55.1","34","","sherd"
"4823","298","304","8","55.1","34","","sherd"
"4823","298","304","8","55.1","34",,"sherd"
"4824","298","304","8","55.1","34","","sherd"
"4824","298","304","8","55.1","34","","sherd"
"4824","298","304","8","55.1","34",,"sherd"
"4825","398.0  299.0 ","304.50   305.0","13","55.6","65","","sherd"
"4825","298.0 - 299.0","304.5 - 305.0","13","55.6","65","","sherd"
"4825","298.0-299.0","304.5-305.0","13","55.6","65",,"sherd"
"260","302","303","9","55.10 - 55.20","39.01","","bone tool"
"260","302","303","9","55.10 - 55.20","39.01","","bone tool"
"260","298","302","14","55.5","45",,
"4153","303","303","4","54.7 - 54.8","13","","bone tool"
"4153","303","303","4","54.7 - 54.8","13","","bone tool"
"4153","VOID",,,,,,
"4153","","","","","","","OCHRE"
"4155","304","303","3","54.5 - 54.6","5.01","","bone tool (polished)"
"4155","304","303","3","54.5 - 54.6","5.01","","bone tool (polished)"
"4155","VOID",,,,,,
"4155","","","","","","","OCHRE"
"4826","300","303","5","54.7","14","","sherd"
"4826","306","303","5","54.7","14","","sherd"
"4826","300","303","5","54.7","14",,"Sherd"
"4827","301","304","4","54.9","16","","sherd"
"4827","301","304","4","54.9","16","","sherd"
"4827","301","304","4","54.9","16",,"Sherd"
"4828","301","306","2","54.1","4","","sherd"
"4828","301","306","2","54.1","4","","sherd"
"4828","301","306","2","54.1","4",,"Sherd"
"4829","298","304","15-17","55.7 - 56.0","2","","faunal remains"
"4829","298","304","15 - 17","55.7 - 56.0","2","","Faunal Remains"
"4829","298","304","15-17","55.7-56.0","2",,"Fanual Remains"
"4830","298","304","18","56.0 - 56.1","7","","faunal remains"
"4830","298","304","18","56.0 - 56.7","7","","Faunal Remains"
"4830","298","304","18","56.0-56.7","7",,"Fanual Remains"
"4831","298","304","18","56.10","11","","faunal remains"
"4831","298","304","18","56.10","11","","Faunal Remains"
"4831","298","304","18","56.10","11",,"Fanual Remains"
"4832","298","304","19","56.1 - 56.2","15","","faunal remains"
"4832","298","304","19","56.1 - 56.2","15","","Faunal Remains"
"4832","298","304","19","56.1-56.2","15",,"Fanual Remains"
"4833","298","304","20","56.2 - 56.3","19","","faunal remains"
"4833","298","304","20","56.2 - 56.3","19","","Faunal Remains"
"4833","298","304","20","56.2-56.3","19",,"Fanual Remains"
"4834","298","304","21","56.8 - 56.4","23","","faunal remains"
"4834","298","304","21","56.3 - 56.4","23","","Faunal Remains"
"4834","298","304","21","56.3-56.4","23",,"Fanual Remains"
"4835","298","304","22","56.4 - 56.5","25","","faunal remains"
"4835","298","304","22","56.4 - 56.5","25","","Faunal Remains"
"4835","298","304","22","56.4-56.5","25",,"Fanual Remains"
"4836","298","304","23","56.5 - 56.6","30","","faunal remains"
"4836","298","304","23","56.5 - 56.6","30","","Faunal Remains"
"4836","298","304","23","56.5-56.6","30",,"Fanual Remains"
"4837","298","304","24","56.6 - 56.7","32","","faunal remains"
"4837","298","304","24","56.6 - 56.7","32","","Faunal Remains"
"4837","298","304","24","56.6-56.7","32",,"Fanual Remains"
"4838","301","299","1","54.8 - 55.45","4","","faunal remains"
"4838","301","299","1","54.8 - 55.45","4","","Faunal Remains"
"4838","301","299","1","54.8-55.45","4",,"Fanual Remains"
"4839","302","301","9","54.95 - 55.0","42","","faunal remains"
"4839","302","301","9","54.95 - 55.0","42","","Faunal Remains"
"4839","302","301","9","54.95-55.0","42",,"Fanual Remains"
"4840","302","301","10","55.1","44","","faunal remains"
"4840","302","301","10","55.1","44","","Faunal Remains"
"4840","302","301","10","55.1","44",,"Fanual Remains"
"4841","302","301","11","55.2","46","","faunal remains"
"4841","302","301","11","55.2","46","","Faunal Remains"
"4841","302","301","11","55.2","46",,"Fanual Remains"
"4842","302","301","12","55.3","50","","faunal remains"
"4842","302","301","12","55.3","50","","Faunal Remains"
"4842","302","301","12","55.3","50",,"Fanual Remains"
"4843","302","301","13","55.4","54","","faunal remains"
"4843","302","301","13","55.4","54","","Faunal Remains"
"4843","302","301","13","55.4","54",,"Fanual Remains"
"4844","301.95","302.25","3","54.44","39","","faunal remains"
"4844","301.95","302.25","3","54.44","39","","Faunal Remains"
"4844","301.95","302.25","3","54.44","39",,"Fanual Remains"
"4845","302","302","3","54.5","6","","faunal remains"
"4845","302","302","3","54.5","6","","Faunal Remains"
"4845","302","302","3","54.5","6",,"Fanual Remains"
"4846","302","302","4","54.6","8","","faunal remains"
"4846","302","302","4","54.6","8","","Faunal Remains"
"4846","302","302","4","54.6","8",,"Fanual Remains"
"4847","302","302","5","54.7","10","","faunal remains"
"4847","302","302","5","54.7","10","","Faunal Remains"
"4847","302","302","5","54.7","10",,"Fanual Remains"
"4848","302.25","302.37","5","54.70","11","","faunal remains"
"4848","302.25","302.37","5","54.70","11","","Faunal Remains"
"4848","302.25","302.37","5","54.70","11",,"Fanual Remains"
"4849","302","302","6","54.8","41","","faunal remains"
"4849","302","302","6","54.8","41","","Faunal Remains"
"4849","302","302","6","54.8","41",,"Fanual Remains"
"4850","302","302","7","54.9","43","","faunal remains"
"4850","302","302","7","54.90","43","","Faunal Remains"
"4850","302","302","7","54.90","43",,"Fanual Remains"
"4851","302","302","8","55.0","16","","Faural Remains"
"4851","302","302","8","55.0","16","","Faunal Remains"
"4851","302","302","8","55.0","16",,"Faunal Remains"
"4852","302.06","302.26","9.1","55.03","51","","Faural Remains"
"4852","302.06","302.26","9.1","55.03","51","","Faunal Remains"
"4852","302.26","302.26","9.1","55.03","51",,"Faunal Remains"
"4853","302.68","302.82","9.1","55.11","53","","Faural Remains"
"4853","302.68","302.82","9.1","55.11","53","","Faunal Remains"
"4853","302.68","302.68","9.1","55.11","53",,"Faunal Remains"
"4854","302","302","9.1","55.27","45","","Faural Remains"
"4854","302","302","9.1","55.27","45","","Faunal Remains"
"4854","302","302","9.1","55.27","45",,"Faunal Remains"
"4855","302","302","9.2","55.1 - 55.2","21","","Faural Remains"
"4855","302","302","9.2","55.1 - 55.2","21","","Faunal Remains"
"4855","302","302","9.2","55.1 - 55.2","21",,"Faunal Remains"
"4856","302","302","10","55.3","24","","Faural Remains"
"4856","302","302","10","55.3","24","","Faunal Remains"
"4856","302","302","10","55.3","24",,"Faunal Remains"
"4857","302","302","11","55.4","28","","Faural Remains"
"4857","302","302","11","55.4","28","","Faunal Remains"
"4857","302","302","11","55.4","28",,"Faunal Remains"
"4858","302","302","12","55.5","31","","Faural Remains"
"4858","302","302","12","55.5","31","","Faunal Remains"
"4858","302","302","12","55.5","31",,"Faunal Remains"
"4859","302","302","12","55.5","32","","Faural Remains"
"4859","302","302","12","55.5","32","","Faunal Remains"
"4859","302","302","12","55.5","32",,"Faunal Remains"
"4860","302","302","13","55.6","34","","Faural Remains"
"4860","302","302","13","55.6","34","","Faunal Remains"
"4860","302","302","13","55.6","34",,"Faunal Remains"
"4861","302","302","14","55.7","36","","Faural Remains"
"4861","302","302","14","55.7","36","","Faunal Remains"
"4861","302","302","14","55.7","36",,"Faunal Remains"
"4862","302","303","2","54.5","2","","Faural Remains"
"4862","302","303","2","54.5","2","","Faunal Remains"
"4862","302","302","2","54.5","2",,"Faunal Remains"
"4863","302","303","3","54.6","4","","Faural Remains"
"4863","302","303","3","54.6","4","","Faunal Remains"
"4863","302","302","3","54.6","4",,"Faunal Remains"
"4864","302","303","4","54.7","7","","Faural Remains"
"4864","302","303","4","54.7","7","","Faunal Remains"
"4864","302","302","4","54.7","7",,"Faunal Remains"
"4865","302","303","5","54.8","12","","Faural Remains"
"4865","302","303","5","54.8","12","","Faunal Remains"
"4865","302","302","5","54.8","12",,"Faunal Remains"
"4866","302","303","6","54.9","16","","Faural Remains"
"4866","302","303","6","54.9","16","","Faunal Remains"
"4866","302","302","6","54.9","16",,"Faunal Remains"
"4867","302","303","7","55.0","21","","Faural Remains"
"4867","302","303","7","55.0","21","","Faunal Remains"
"4867","302","302","7","55.0","21",,"Faunal Remains"
"4868","302","303","8","55.1","25","","Faural Remains"
"4868","302","303","8","55.1","25","","Faunal Remains"
"4868","302","302","8","55.1","25",,"Faunal Remains"
"4869","302","303","8","55.03","27","","Faural Remains"
"4869","302","303","8","55.03","27","","Faunal Remains"
"4869","302","302","8","55.03","27",,"Faunal Remains"
"4870","302","303","8","55.08","31","","Faural Remains"
"4870","302","303","8","55.08","31","","Faunal Remains"
"4870","302","302","8","55.08","31",,"Faunal Remains"
"4871","302","303","9","55.20","39","","Faural Remains"
"4871","302","303","9","55.20","39","","Faunal Remains"
"4871","302","302","9","55.20","39",,"Faunal Remains"
"4872","302","303","9","55.18","41","","Faural Remains"
"4872","302","303","9","55.18","41","","Faunal Remains"
"4872","302","302","9","55.18","41",,"Faunal Remains"
"4873","302","303","10","55.3","44","","Faural Remains"
"4873","302","303","10","55.3","44","","Faunal Remains"
"4873","302","302","10","55.3","44",,"Faunal Remains"
"4874","302","303","11","55.4","49","","Faural Remains"
"4874","302","303","11","55.4","49","","Faunal Remains"
"4874","302","302","11","55.4","49",,"Faunal Remains"
"4875","302","303","12","55.5","52","","Faural Remains"
"4875","302","303","12","55.5","52","","Faunal Remains"
"4875","302","302","12","55.5","52",,"Faunal Remains"
"4451","305","302","7","54.7","","5","W.S. Bone"
"4451","305","302","7","54.7",,"5","W.S. BONE"
"4451","305","302","7","54.7","","5","W.S. BONE"
"4452","305","303","3","54.5","","4","W.S. Bone"
"4452","305","303","3","54.5",,"4","W.S. BONE"
"4452","305","303","3","54.5","","4","W.S. BONE"
"4453","305","303","4","54.6","","5","W.S. Bone"
"4453","305","303","4","54.6",,"5","W.S. BONE"
"4453","305","303","4","54.6","","5","W.S. BONE"
"4454","305","303","5","54.7","","6","W.S. Bone"
"4454","305","303","5","54.7",,"6","W.S. BONE"
"4454","305","303","5","54.7","","6","W.S. BONE"
"4455","305","303","6","55.15","","8","W.S. Bone"
"4455","305","303","6","55.15",,"8","W.S. BONE"
"4455","305","303","6","55.15","","8","W.S. BONE"
"4456","305","304","4","54.6","","3","W.S. Bone"
"4456","305","304","4","54.6",,"3","W.S. BONE"
"4456","305","304","4","54.6","","3","W.S. BONE"
"4457","305","304","5","54.7","","4","W.S. Bone"
"4457","305","304","5","54.7",,"4","W.S. BONE"
"4457","305","304","5","54.7","","4","W.S. BONE"
"4458","305","304","6","54.8","","5","W.S. Bone"
"4458","305","304","6","54.8",,"5","W.S. BONE"
"4458","305","304","6","54.8","","5","W.S. BONE"
"4459","305","304","7","54.9","","6","W.S. Bone"
"4459","305","304","7","54.9",,"6","W.S. BONE"
"4459","305","304","7","54.9","","6","W.S. BONE"
"4460","305","304","8","55.25","","7","W.S. Bone"
"4460","305","304","8","55.25",,"7","W.S. BONE"
"4460","305","304","8","55.25","","7","W.S. BONE"
"4461","305","305","2","54.6","","1","W.S. Bone"
"4461","305","305","2","54.6",,"1","W.S. BONE"
"4461","305","305","2","54.6","","1","W.S. BONE"
"4462","305","305","3","54.7","","2","W.S. Bone"
"4462","305","305","3","54.7",,"2","W.S. BONE"
"4462","305","305","3","54.7","","2","W.S. BONE"
"4463","305","305","4","54.8","","5","W.S. Bone"
"4463","305","305","4","54.8",,"5","W.S. BONE"
"4463","305","305","4","54.8","","5","W.S. BONE"
"4464","305","305","5","54.9","","6","W.S. Bone"
"4464","305","305","5","54.9",,"6","W.S. BONE"
"4464","305","305","5","54.9","","6","W.S. BONE"
"4465","305","305","6","55.0","","7","W.S. Bone"
"4465","305","305","6","55.0",,"7","W.S. BONE"
"4465","305","305","6","55.0","","7","W.S. BONE"
"4466","305","305","7","55.1","","8","W.S. Bone"
"4466","305","305","7","55.1",,"8","W.S. BONE"
"4466","305","305","7","55.1","","8","W.S. BONE"
"4467","305","305","8","55.2","","9","W.S. Bone"
"4467","305","305","8","55.2",,"9","W.S. BONE"
"4467","305","305","8","55.2","","9","W.S. BONE"
"4468","305","306","2","54.7","","1","W.S. Bone"
"4468","305","306","2","54.7",,"1","W.S. BONE"
"4468","305","306","2","54.7","","1","W.S. BONE"
"4469","305","306","3","54.8","","3","W.S. Bone"
"4469","305","306","3","54.8",,"3","W.S. BONE"
"4469","305","306","3","54.8","","3","W.S. BONE"
"4470","305","306","5","55.0","","6","W.S. Bone"
"4470","305","306","5","55.0",,"6","W.S. BONE"
"4470","305","306","5","55.0","","6","W.S. BONE"
"4471","305","306","6","55.1","","8","W.S. Bone"
"4471","305","306","6","55.1",,"8","W.S. BONE"
"4471","305","306","6","55.1","","8","W.S. BONE"
"4472","305","306","7","55.2","","10","W.S. Bone"
"4472","305","306","7","55.2",,"10","W.S. BONE"
"4472","305","306","7","55.2","","10","W.S. BONE"
"4473","305","306","8","55.3","","12","W.S. Bone"
"4473","305","306","8","55.3",,"12","W.S. BONE"
"4473","305","306","8","55.3","","12","W.S. BONE"
"4474","305","306","9","55.4","","13","W.S. Bone"
"4474","305","306","9","55.4",,"13","W.S. BONE"
"4474","305","306","9","55.4","","13","W.S. BONE"
